               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 172,            0.055985,             0.62325,                   0,             0.70249,             0.64653,             0.64717,             0.19715,             0.07304,              1.4878,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.055892,             0.52901,                   0,             0.75699,             0.68452,             0.71535,              0.2082,             0.07176,              1.4193,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.056529,             0.57373,                   0,             0.75699,             0.68452,             0.71535,              0.2082,             0.07176,              1.4193,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.062437,             0.69922,                   0,             0.75699,             0.68452,             0.71535,              0.2082,             0.07176,              1.4193,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.056573,             0.60508,                   0,             0.67314,             0.60119,             0.62139,              0.1722,             0.07403,              1.5827,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.055301,             0.46468,                   0,             0.67314,             0.60119,             0.62139,              0.1722,             0.07403,              1.5827,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.058771,              0.6372,                   0,             0.77745,             0.69048,             0.72606,             0.21308,            0.072822,              1.4424,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.055664,             0.59315,                   0,             0.77745,             0.69048,             0.72606,             0.21308,            0.072822,              1.4424,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.054479,             0.61753,                   0,             0.77745,             0.69048,             0.72606,             0.21308,            0.072822,              1.4424,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.054811,             0.60371,                   0,             0.55168,              0.5119,             0.49067,             0.13106,            0.077781,              1.6554,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.055391,             0.64614,                   0,             0.55168,              0.5119,             0.49067,             0.13106,            0.077781,              1.6554,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.060375,             0.64863,                   0,             0.72787,             0.67857,             0.69311,             0.19515,            0.073625,              1.4901,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.058145,             0.60445,                   0,             0.72787,             0.67857,             0.69311,             0.19515,            0.073625,              1.4901,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.055823,             0.56297,                   0,             0.72787,             0.67857,             0.69311,             0.19515,            0.073625,              1.4901,                   0,            0.003928,            0.003928,            0.003928
                 186,             0.05246,             0.57537,                   0,             0.53995,             0.49405,             0.48092,             0.12879,            0.077774,              1.6259,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.054825,             0.54449,                   0,             0.53995,             0.49405,             0.48092,             0.12879,            0.077774,              1.6259,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.055625,             0.70592,                   0,               0.711,             0.68452,             0.69609,             0.20235,            0.071749,              1.4604,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.054921,             0.59702,                   0,               0.711,             0.68452,             0.69609,             0.20235,            0.071749,              1.4604,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.057872,             0.60567,                   0,               0.711,             0.68452,             0.69609,             0.20235,            0.071749,              1.4604,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.057468,             0.61099,                   0,             0.70217,             0.64555,             0.66932,             0.20114,             0.07332,              1.5237,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.056985,             0.61959,                   0,             0.70217,             0.64555,             0.66932,             0.20114,             0.07332,              1.5237,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.054435,             0.57509,                   0,             0.57943,             0.56548,             0.54066,             0.14936,            0.076729,              1.5379,                   0,            0.003664,            0.003664,            0.003664
                 194,             0.05387,             0.58594,                   0,             0.57943,             0.56548,             0.54066,             0.14936,            0.076729,              1.5379,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.051159,              0.4674,                   0,             0.57943,             0.56548,             0.54066,             0.14936,            0.076729,              1.5379,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.051826,             0.47112,                   0,             0.66131,             0.62763,             0.63304,             0.17531,            0.073988,              1.5655,                   0,            0.003565,            0.003565,            0.003565
                 197,             0.05277,             0.54619,                   0,             0.66131,             0.62763,             0.63304,             0.17531,            0.073988,              1.5655,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.056009,              0.5547,                   0,             0.61635,              0.6131,             0.58468,             0.18267,            0.073995,              1.5277,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.053138,             0.57007,                   0,             0.61635,              0.6131,             0.58468,             0.18267,            0.073995,              1.5277,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.053517,             0.51234,                   0,             0.61635,              0.6131,             0.58468,             0.18267,            0.073995,              1.5277,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.057739,             0.59227,                   0,             0.65821,             0.67262,             0.65837,             0.21121,            0.071624,              1.4783,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.056543,             0.56735,                   0,             0.65821,             0.67262,             0.65837,             0.21121,            0.071624,              1.4783,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.055326,             0.45563,                   0,             0.69441,             0.67262,             0.69774,             0.21653,            0.071473,              1.4449,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.051677,              0.5026,                   0,             0.69441,             0.67262,             0.69774,             0.21653,            0.071473,              1.4449,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.054077,             0.68207,                   0,             0.69441,             0.67262,             0.69774,             0.21653,            0.071473,              1.4449,                   0,            0.003268,            0.003268,            0.003268
                 206,             0.05466,             0.61397,                   0,              0.7602,             0.71429,              0.7261,             0.22452,            0.071338,              1.4499,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.052864,             0.52409,                   0,              0.7602,             0.71429,              0.7261,             0.22452,            0.071338,              1.4499,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.053314,             0.51976,                   0,             0.72529,             0.68452,             0.68009,             0.21329,            0.071231,              1.4816,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.056655,             0.63669,                   0,             0.72529,             0.68452,             0.68009,             0.21329,            0.071231,              1.4816,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.053188,             0.60832,                   0,             0.72529,             0.68452,             0.68009,             0.21329,            0.071231,              1.4816,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.052088,             0.53804,                   0,             0.63826,             0.64881,             0.60562,             0.16241,            0.073702,              1.4614,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.053012,             0.58523,                   0,             0.63826,             0.64881,             0.60562,             0.16241,            0.073702,              1.4614,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.059814,             0.79045,                   0,             0.70356,             0.68452,             0.67845,             0.20063,             0.07103,              1.4327,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.054447,             0.56331,                   0,             0.70356,             0.68452,             0.67845,             0.20063,             0.07103,              1.4327,                   0,            0.002971,            0.002971,            0.002971
                 215,             0.05804,             0.64825,                   0,             0.70356,             0.68452,             0.67845,             0.20063,             0.07103,              1.4327,                   0,            0.002938,            0.002938,            0.002938
                 216,             0.05562,             0.69138,                   0,             0.74987,             0.73214,             0.73214,             0.22185,            0.070358,              1.4457,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.055018,             0.57586,                   0,             0.74987,             0.73214,             0.73214,             0.22185,            0.070358,              1.4457,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.053045,             0.54024,                   0,             0.74116,             0.68452,             0.71065,             0.22777,            0.069662,              1.4383,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.053952,             0.55758,                   0,             0.74116,             0.68452,             0.71065,             0.22777,            0.069662,              1.4383,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.058088,             0.68231,                   0,             0.74116,             0.68452,             0.71065,             0.22777,            0.069662,              1.4383,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.056091,             0.58132,                   0,             0.74578,             0.72619,             0.73721,             0.24599,            0.068977,              1.4124,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.056053,             0.55089,                   0,             0.74578,             0.72619,             0.73721,             0.24599,            0.068977,              1.4124,                   0,            0.002707,            0.002707,            0.002707
                 223,             0.05242,             0.51417,                   0,             0.76571,              0.7381,             0.77415,             0.26847,            0.067647,              1.3662,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.054432,             0.61561,                   0,             0.76571,              0.7381,             0.77415,             0.26847,            0.067647,              1.3662,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.052033,             0.51436,                   0,             0.76571,              0.7381,             0.77415,             0.26847,            0.067647,              1.3662,                   0,            0.002608,            0.002608,            0.002608
                 226,              0.0544,             0.63346,                   0,             0.76185,             0.78073,             0.78969,             0.27298,            0.067452,              1.3847,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.054613,             0.59961,                   0,             0.76185,             0.78073,             0.78969,             0.27298,            0.067452,              1.3847,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.053524,             0.50213,                   0,             0.76903,             0.75311,             0.77044,             0.27562,            0.067359,              1.3526,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.052351,             0.59805,                   0,             0.76903,             0.75311,             0.77044,             0.27562,            0.067359,              1.3526,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.053566,             0.54776,                   0,             0.76903,             0.75311,             0.77044,             0.27562,            0.067359,              1.3526,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.058273,             0.60975,                   0,             0.82084,             0.79089,             0.82088,             0.28049,             0.06727,              1.3377,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.054486,             0.55316,                   0,             0.82084,             0.79089,             0.82088,             0.28049,             0.06727,              1.3377,                   0,            0.002377,            0.002377,            0.002377
                 233,             0.05848,             0.73604,                   0,             0.82155,             0.79762,             0.82162,             0.28632,            0.066688,              1.3598,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.055108,             0.64162,                   0,             0.82155,             0.79762,             0.82162,             0.28632,            0.066688,              1.3598,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.054313,              0.5377,                   0,             0.82155,             0.79762,             0.82162,             0.28632,            0.066688,              1.3598,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.049122,               0.537,                   0,             0.83056,             0.80357,             0.83128,             0.27645,            0.066238,              1.3719,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.052059,             0.61533,                   0,             0.83056,             0.80357,             0.83128,             0.27645,            0.066238,              1.3719,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.059767,             0.63796,                   0,             0.82646,             0.82738,             0.84548,             0.29291,            0.066002,              1.3556,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.053149,             0.47114,                   0,             0.82646,             0.82738,             0.84548,             0.29291,            0.066002,              1.3556,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.059746,             0.64109,                   0,             0.82646,             0.82738,             0.84548,             0.29291,            0.066002,              1.3556,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.056863,             0.61084,                   0,             0.80707,             0.80952,             0.81394,             0.28758,             0.06621,              1.3605,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.051391,             0.47607,                   0,             0.80707,             0.80952,             0.81394,             0.28758,             0.06621,              1.3605,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.051759,             0.49719,                   0,             0.75626,             0.74405,             0.75902,             0.23295,            0.068665,              1.4109,                   0,            0.002014,            0.002014,            0.002014
                 244,             0.05674,             0.60939,                   0,             0.75626,             0.74405,             0.75902,             0.23295,            0.068665,              1.4109,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.060229,             0.57983,                   0,             0.75626,             0.74405,             0.75902,             0.23295,            0.068665,              1.4109,                   0,            0.001948,            0.001948,            0.001948
                 246,             0.06123,             0.74814,                   0,              0.7711,             0.74405,             0.76563,             0.25725,            0.067763,              1.4109,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.051351,             0.59332,                   0,              0.7711,             0.74405,             0.76563,             0.25725,            0.067763,              1.4109,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.057355,              0.6282,                   0,             0.81192,             0.74405,             0.77743,             0.26754,            0.068175,              1.3964,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.057403,             0.66159,                   0,             0.81192,             0.74405,             0.77743,             0.26754,            0.068175,              1.3964,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.056112,             0.64671,                   0,             0.81192,             0.74405,             0.77743,             0.26754,            0.068175,              1.3964,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.050897,             0.44465,                   0,             0.77674,             0.74554,             0.75607,             0.25488,            0.069576,              1.4185,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.054481,             0.56817,                   0,             0.77674,             0.74554,             0.75607,             0.25488,            0.069576,              1.4185,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.053376,             0.50768,                   0,             0.72452,             0.69048,             0.69763,              0.2435,            0.070256,              1.4361,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.054567,             0.63353,                   0,             0.72452,             0.69048,             0.69763,              0.2435,            0.070256,              1.4361,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.052559,             0.51657,                   0,             0.72452,             0.69048,             0.69763,              0.2435,            0.070256,              1.4361,                   0,            0.001618,            0.001618,            0.001618
